title,artist,loudness,peak_loudness,avg_max_loudness,loudness_diff_averages,loudness_labels
Doodlin',Kai Winding,-15.237000,-7.069,-18.192,-2.955,quiet
Hermitage,Pat Metheny,-26.862000,-18.995,-32.407,-5.545,quiet
Open Arms,Gary Go,-4.182000,-0.791,-5.951,-1.769,loud
Untitled,Brainchoke,-13.481000,-0.794,-23.866,-10.385,medium
The Magic Violin,Hot Club Of Cowtown,-9.680000,-4.801,-11.132,-1.452,medium
I Will Call Upon the Lord,Bill Murk,-8.244000,-4.035,-9.609,-1.365,medium
Stampede,He Is Legend,-6.808000,-3.289,-9.748,-2.940,loud
Chira,Nikos Kalaintzis,-14.744000,-8.244,-16.612,-1.868,medium
Booty Bounce,Mister Ries featuring Six Foe,-13.870000,-8.457,-20.461,-6.591,medium
Come On Back Home,Cece Winans,-8.190000,-0.716,-13.100,-4.910,medium
Earth Born,Kitaro,-30.712000,-26.572,-34.142,-3.430,quiet
Little Is Much When God Is In It (South African Homecoming Album Version),Gaither Vocal Band,-15.926000,-6.057,-24.865,-8.939,quiet
Sannyasin,John Mayer,-16.739000,-12.828,-18.619,-1.880,quiet
Gheera Away,Ragheb Alama,-5.050000,-0.715,-6.983,-1.933,loud
E. Warren,DJ Omega,-10.873000,-5.613,-15.413,-4.540,medium
My Harlem Lullaby (Album Version),Mase,-6.428000,-2.219,-10.046,-3.618,loud
Life's Railway To Heaven,PATSY CLINE & WILLIE NELSON,-6.939000,-3.398,-9.386,-2.447,loud
Shining,Swans Of Avon,-5.996000,-2.632,-8.640,-2.644,loud
I Wish I Was A Punk Rocker (With Flowers In My Hair),Sandi Thom,-4.163000,-0.418,-5.397,-1.234,loud
Hello Space Boy,Behemoth,-4.159000,-1.016,-6.710,-2.551,loud
Dance of the Blue Devils,Les Brown,-17.087000,-11.485,-20.588,-3.501,quiet
La Bruja Chafa,Bobby Pulido,-9.039000,-1.098,-11.336,-2.297,medium
The Sound From There,Norman Howard,-21.690000,-12.232,-26.598,-4.908,quiet
Sing Me Softly of the Blues,Richard Galliano_ Jean-Charles Capon_ Gilles Perrin,-19.340000,-10.511,-24.923,-5.583,quiet
Splitting The Seconds,Nightswimmer,-10.780000,-5.085,-16.784,-6.004,medium
Shout For Joy  (Celtic Psalms Album Version),Eden's Bridge,-13.316000,-7.261,-15.635,-2.319,medium
La Valse De La Cour (BOF Mayerling),Francis Lai,-10.976000,-5.498,-14.748,-3.772,medium
Best In LA,Marc Shaiman,-25.359000,-17.249,-30.194,-4.835,quiet
Goin' To The River,Alice Cooper,-10.992000,-6.869,-12.832,-1.840,medium
Locked Away,The Gathering,-7.913000,-3.305,-10.578,-2.665,medium
Min Xechnas (Forse),Dakis,-10.836000,-5.177,-15.357,-4.521,medium
Here We Go Again,H-Town,-9.911000,-6.511,-12.570,-2.659,medium
Rumour (Abstract Hip Hop Mix),bel canto,-17.795000,-14.336,-19.975,-2.180,quiet
Coral Fang (Album Version),The Distillers,-3.698000,-1.734,-4.257,-0.559,loud
The Urban Gospel,Shade Sheist / N.U.N.E. / King Arthur,-7.673000,-1.470,-13.482,-5.809,medium
The Second One,Remy Shand,-6.188000,-2.107,-9.434,-3.246,loud
18 De Noviembre,Maracaibo 15,-8.002000,-4.804,-8.797,-0.795,medium
Laakista humppa,Elakelaiset,-2.421000,-0.199,-4.126,-1.705,loud
He Don't Care (He's Stoned),Dan Hicks,-32.535000,-24.956,-35.194,-2.659,quiet
One More Time (Kennedy Center Homecoming Version),The Katinas,-10.599000,-6.812,-13.101,-2.502,medium
Ela Edo Kardia Mou,Irini Merkouri,-6.252000,0.752,-8.791,-2.539,loud
Rich Girl,Daryl Hall & John Oates,-5.745000,-0.904,-9.235,-3.490,loud
See What Tomorrow Brings,Arc Angels,-10.118000,-5.231,-12.805,-2.687,medium
Hindsight,Call To Preserve,-2.030000,-0.503,-2.616,-0.586,loud
New Love,Ziggy Marley And The Melody Makers,-13.817000,-6.864,-16.902,-3.085,medium
I'm Your Money (12'' Extended Version) (2006 Digital Remaster),Heaven 17,-9.796000,-4.725,-11.057,-1.261,medium
Lovely Day,Lit,-3.930000,-1.788,-4.870,-0.940,loud
Com Una Flama,Ai Ai Ai,-12.896000,-8.207,-15.003,-2.107,medium
Los Tres Glopes / The Three Beats (danza),Cachao,-17.346000,-10.117,-22.254,-4.908,quiet
Anything For My Baby,Kiss,-6.609000,-2.201,-8.748,-2.139,loud
Fields Of Athenry,The Shamrock Singers,-17.805000,-12.760,-20.428,-2.623,quiet
Explode,The Cardigans,-6.848000,-3.382,-8.909,-2.061,loud
Tango,Charly Garcia,-10.257000,-4.563,-14.678,-4.421,medium
When It Stings,Pictures of Then,-6.865000,-3.671,-8.923,-2.058,loud
I See The Light (2002 Digital Remaster),Music Explosion,-11.459000,-6.339,-13.929,-2.470,medium
My Baby (Feat. Kanye West),Janet Jackson Featuring Kanye West,-6.946000,-2.475,-11.997,-5.051,loud
Beni Aglatma,Mustafa Sandal,-11.772000,-6.655,-14.756,-2.984,medium
The Last Man On Earth,Schoolyard Heroes,-12.826000,-7.012,-15.434,-2.608,medium
The Flight of the serpentarius,Bruno Sanfilippo,-23.779000,-10.005,-29.063,-5.284,quiet
Focus,DJ Isaac,-5.839000,-0.227,-10.194,-4.355,loud
Life,Ill Harmonics,-15.686000,-10.563,-19.419,-3.733,quiet
Another Lover,The Last Vegas,-3.492000,-1.605,-4.278,-0.786,loud
No Such Thing As Control (Album Version),Beneath The Sky,-3.996000,-2.149,-4.622,-0.626,loud
Fear The Sea,The Gathering,-5.817000,-3.296,-7.269,-1.452,loud
2 + 2 = 5,Radiohead,-5.636000,-0.800,-10.253,-4.617,loud
100 Club 1996 ''We Love You Beatles'' - Live,Sex Pistols,-11.229000,-6.225,-14.499,-3.270,medium
Karma,Alicia Keys,-6.155000,-2.197,-10.016,-3.861,loud
deine liebe,[kaleidoskop],-6.083000,-3.442,-7.915,-1.832,loud
Vankina vapauden,Markus,-10.819000,-6.877,-12.764,-1.945,medium
To Pouli,Angela Dimitriou,-6.072000,-1.936,-7.434,-1.362,loud
Heartbreaker,Free,-11.680000,-4.500,-17.618,-5.938,medium
Pete's Crusade,Light Of The World,-13.546000,-8.559,-16.171,-2.625,medium
Yo Quiero Contigo,Baby Rasta & Gringo,-8.383000,-3.468,-11.053,-2.670,medium
Baby_ It's Gonna Cost You,Frenchy,-9.241000,-4.497,-11.482,-2.241,medium
Goody Goody,Charlie Byrd Trio,-19.664000,-10.239,-24.653,-4.989,quiet
Sou Vazo Diskola,Natassa Theodoridou,-5.993000,-2.201,-8.111,-2.118,loud
Money Blues,Joanna Connor,-5.955000,-2.598,-7.921,-1.966,loud
This Is A Stick Up,Ghetto Mafia,-9.383000,-3.429,-16.283,-6.900,medium
Emerald,Bedrock,-14.442000,-8.533,-17.808,-3.366,medium
Zeno Beach,Radio Birdman,-5.469000,-3.088,-7.193,-1.724,loud
Meteores mouvement de Chroniques de la lumier,Francis Dhomont,-17.910000,-8.674,-25.199,-7.289,quiet
Telegrama,Zeca Baleiro,-10.202000,-3.080,-14.185,-3.983,medium
Molten,Digital Mystikz,-6.304000,-1.662,-12.675,-6.371,loud
It Only Takes A Moment (Album Version),Eddie Cano,-14.714000,-10.074,-18.422,-3.708,medium
The Road Goes On Forever,The Highwaymen,-9.851000,-4.510,-12.419,-2.568,medium
Phrase,Papa Wemba,-8.196000,-2.903,-10.513,-2.317,medium
The Daddy,Mario Rosenstock,-12.617000,-3.815,-16.184,-3.567,medium
Medicine,Bobaflex,-4.515000,-0.960,-6.147,-1.632,loud
Don't Waste My Time,John Mayall,-12.098000,-8.588,-13.508,-1.410,medium
Love You to Pieces,Lizzy Borden,-4.118000,-1.300,-5.658,-1.540,loud
Sachmagehtsnoch,Dendemann,-6.131000,-0.021,-8.987,-2.856,loud
Take That!,Richard Smith,-5.970000,-1.424,-9.381,-3.411,loud
From A Jack To A King,Ned Miller,-7.068000,-4.126,-8.007,-0.939,medium
L'Amour Existe Encore,Lara Fabian,-7.336000,-1.715,-10.707,-3.371,medium
Les Dépenaillés,Klimperei,-6.566000,-2.432,-7.660,-1.094,loud
Heut' Nacht,Spliff,-18.576000,-12.146,-22.180,-3.604,quiet
Diamond Eyes (Album Version),Deftones,-4.365000,-1.225,-7.247,-2.882,loud
Una dolce melodia,Franco_ Valeriana,-7.462000,-1.818,-9.464,-2.002,medium
The Witching Hour,John Mayall,-5.549000,-1.929,-7.363,-1.814,loud
Love Me,Jars Of Clay,-4.888000,-2.552,-6.770,-1.882,loud
Leather Prowler,Liars,-10.578000,-4.567,-13.722,-3.144,medium
Put Down Your Weapons,Yami Bolo,-9.070000,-4.702,-10.867,-1.797,medium
Underarms,Grandmaster Flash,-15.494000,-9.953,-18.915,-3.421,quiet
Te Necesito,Angelica Maria,-10.182000,-3.497,-13.832,-3.650,medium
Terraplane Blues,Scott Ainslie,-11.703000,-6.264,-14.751,-3.048,medium
L'idole des femmes,Pierre Perret,-8.649000,-3.073,-11.026,-2.377,medium
The Harbour,Dario Marianelli,-22.074000,-16.288,-25.831,-3.757,quiet
All Or Nothing  (Wonderful World Album Version),Chris Eaton,-12.178000,-3.990,-17.556,-5.378,medium
Toda Mi Vida,Jay Pérez,-6.645000,-1.265,-8.489,-1.844,loud
La Rosa,Bobby Pulido,-8.429000,-2.288,-10.871,-2.442,medium
End Of The Beginning,30 Seconds To Mars,-5.640000,-2.291,-8.823,-3.183,loud
Dio Nisia,Giorgos Sabanis,-9.305000,-3.673,-13.744,-4.439,medium
Lift Jesus Up,The Jackson Southernaires,-8.922000,-4.440,-10.917,-1.995,medium
Jubilation T. Cornpone,Shelly Manne,-16.390000,-10.040,-18.792,-2.402,quiet
Kicking And Screaming,Funeral For A Friend,-3.862000,-1.576,-5.214,-1.352,loud
Slow And Low,RUN-DMC,-7.663000,-0.627,-10.680,-3.017,medium
Lookin' for My Baby,Little Milton,-11.798000,-7.057,-14.516,-2.718,medium
Life's Blood,Eighteen Visions,-6.076000,-3.066,-7.614,-1.538,loud
Black Connect 3,Camp Lo,-10.481000,-5.312,-12.284,-1.803,medium
The Way Of Love (West Coast Diaries Vol. 1 Album Version),Charlie Peacock,-10.459000,-6.154,-12.622,-2.163,medium
Leaving The Docks,Zbigniew Preisner,-25.221000,-18.925,-31.457,-6.236,quiet
Noche De Paz,SUMO,-5.454000,-0.289,-6.881,-1.427,loud
Village Dance,Vana,-9.527000,-5.581,-11.231,-1.704,medium
4 In The Morning,Gwen Stefani,-6.805000,-1.969,-9.373,-2.568,loud
Cajun Baby (LP Version),Commander Cody And His Lost Planet Airmen,-3.471000,-0.009,-5.397,-1.926,loud
Midnight Jump,Sunnyland Slim,-18.679000,-12.201,-22.034,-3.355,quiet
Marching,The Zebras,-6.583000,-4.126,-7.593,-1.010,loud
Que Suene Mi Campana,Sonora Carruseles,-5.878000,-1.297,-7.632,-1.754,loud
For My People,EPMD,-10.553000,-6.342,-13.429,-2.876,medium
Just Don't Give A Fuck,Eminem,-2.198000,1.823,-4.925,-2.727,loud
Floating,Moist,-20.869000,-12.861,-25.547,-4.678,quiet
1001 Robots,Marco Beltrami,-18.410000,-6.610,-31.454,-13.044,quiet
You Don't Belong,Bad Religion,-4.716000,-2.485,-5.431,-0.715,loud
Ring The Alarm,Naughty By Nature,-6.774000,-1.628,-10.197,-3.423,loud
Respect This Hustle (Explicit Album Version),T.I.,-4.919000,-1.704,-7.110,-2.191,loud
Meeran Sad Laeen Je Toon,Faiz Ali Faiz,-12.798000,-4.099,-14.669,-1.871,medium
Again (Instrumental),Janet Jackson,-17.938000,-12.819,-20.274,-2.336,quiet
Come On (Sessions@AOL Version),Ben Jelen,-12.301000,-5.142,-16.622,-4.321,medium
Forget Me Knots (Bailey Remix),Roni Size,-5.456000,-1.947,-7.257,-1.801,loud
Tear It Up (LP Version),Michael McDonald,-8.358000,-3.373,-11.025,-2.667,medium
Voyage to eternal Life,Astarte,-5.408000,-3.003,-6.790,-1.382,loud
Radioland,The Cate Brothers,-9.958000,-4.033,-13.351,-3.393,medium
If I Couldn't Hold Back The Dawn,Carl Smith,-22.359000,-17.154,-25.276,-2.917,quiet
The Benevolent Path,Vulture Industries,-3.738000,0.190,-7.115,-3.377,loud
Down South Blues,Sleepy John Estes,-18.335000,-10.736,-22.837,-4.502,quiet
Looking In Your Eyes,Suicidal Tendencies,-9.966000,-7.315,-10.890,-0.924,medium
Doin' It,Professor Longhair,-13.715000,-9.753,-14.877,-1.162,medium
The Law Gonna Step On You (1931),Bo Carter,-15.925000,-7.137,-19.178,-3.253,quiet
It Came Upon A Midnight Clear,Cristy Lane,-7.954000,-4.531,-9.588,-1.634,medium
Crazy,Aerosmith,-4.430000,-0.812,-6.489,-2.059,loud
Bitches For Breakfast,Vodka Collins,-8.977000,-4.269,-11.356,-2.379,medium
Rude Bwoy Love (feat. Dj Fly_ Dj Traxx_ T.Williams),Nicky B_ Naëlle,-5.794000,-1.470,-8.389,-2.595,loud
All For The Sake Of The Song,Roger Creager,-9.776000,-4.193,-13.257,-3.481,medium
Red Barchetta (feat. James LaBrie_ James Murphey_ Sean Malone_ Sean Reinert & David Townson),Steve Morse,-5.097000,-0.688,-8.286,-3.189,loud
Chiove,Rita Chiarelli,-16.107000,-6.448,-24.002,-7.895,quiet
Des Vôtres,Fredericks_ Goldman_ Jones,-9.985000,-3.561,-14.920,-4.935,medium
Apagon,Estopa,-7.541000,-3.730,-9.592,-2.051,medium
Parallel Universe (Album Version),Red Hot Chili Peppers,-2.976000,-0.161,-5.479,-2.503,loud
Lullaby [With Ladysmith Black Mambazo] (Album Version),Josh Groban,-15.950000,-9.359,-21.537,-5.587,quiet
Danny,Billie Jo Spears,-10.963000,-5.688,-15.465,-4.502,medium
Magiki Vradia,Irini Merkouri,-6.321000,-1.344,-9.528,-3.207,loud
Walk On The Wild Side,Jesse Malin,-8.140000,-3.968,-10.270,-2.130,medium
Elsa,Monique Morelli,-12.957000,-5.284,-18.793,-5.836,medium
Little Sunflower,Alexander Zonjic,-7.742000,-2.799,-10.677,-2.935,medium
Dangerously In Love Medley,Beyoncé,-5.584000,-1.695,-8.830,-3.246,loud
Army,Tunsi,-13.537000,-10.647,-16.136,-2.599,medium
The Court,Zbigniew Preisner,-31.708000,-26.844,-36.022,-4.314,quiet
Dance Of Romance,Knack,-7.742000,-3.108,-10.650,-2.908,medium
Creep Live Version,Maximilian Hecker,-13.527000,-6.667,-19.119,-5.592,medium
It Takes A Village (To Raise A Nut) (Live),Tim Wilson,-8.073000,-4.196,-10.156,-2.083,medium
Over The River,Bitty McLean,-10.172000,-5.183,-12.049,-1.877,medium
11th Street,Open Hand,-4.842000,-2.171,-7.387,-2.545,loud
Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156,Dennis O'Neill,-27.905000,-16.718,-34.499,-6.594,quiet
Everyday,Phil Collins,-9.808000,-3.679,-13.801,-3.993,medium
Too Far From The Tree,Angela Lashley,-14.850000,-8.598,-18.214,-3.364,medium
Nostalgia,Emilio Tuero,-14.079000,-6.787,-17.219,-3.140,medium
Baby's Got A Habit,Joe Lynn Turner,-6.545000,-2.739,-8.186,-1.641,loud
The Climb/Paranoia,The Pharcyde,-5.178000,-1.447,-10.330,-5.152,loud
Amour noir N 7,Michèle Bernard,-14.293000,-6.427,-20.278,-5.985,medium
Stop!,Joe Bonamassa,-9.159000,-4.343,-12.395,-3.236,medium
Need,Tyrone Wells,-7.162000,-2.078,-10.524,-3.362,medium
Collide,Howie Day,-12.316000,-4.142,-16.627,-4.311,medium
Tercer Mundo,Fito Paez,-7.107000,-2.032,-10.921,-3.814,medium
Watched By An Angel,Bob Carlisle,-7.484000,-2.417,-10.622,-3.138,medium
I'll Be Around,Frank Ifield,-9.640000,-5.531,-11.613,-1.973,medium
Keep Hope Alive,The Crystal Method,-9.276000,-5.247,-12.783,-3.507,medium
Getting Old Sucks (Album Version),Bill Engvall,-12.451000,-3.025,-18.396,-5.945,medium
Blow-Up (Outtake),Tomorrow,-10.445000,-7.422,-11.684,-1.239,medium
Carre Cutia,Hélio Ziskind,-12.802000,-5.876,-16.551,-3.749,medium
Still a Fool,Groundhogs,-13.806000,-8.698,-17.055,-3.249,medium
La Medalla,Los Chunguitos,-5.550000,-1.766,-7.399,-1.849,loud
The Wedding,Brian Dullaghan,-14.908000,-11.208,-16.773,-1.865,medium
Viralo Al Reves,Johnny Pacheco,-10.401000,-4.068,-12.281,-1.880,medium
Glow,King Swamp,-14.656000,-9.127,-17.187,-2.531,medium
Accept Me,Harvey Averne,-15.321000,-9.785,-19.748,-4.427,quiet
Piano Sonata No. 29 in B flat major Op. 106  "Hammerklavier" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto,Solomon,-21.835000,-7.714,-32.556,-10.721,quiet
For All We Know,Glen Ricks,-10.635000,-5.033,-14.578,-3.943,medium
Rick's Cafe,Christie Hennessy,-10.230000,-3.689,-14.364,-4.134,medium
Palavras,Nana Caymmi,-11.638000,-5.201,-15.123,-3.485,medium
Coma,Aesop Rock,-8.025000,-2.322,-11.872,-3.847,medium
Me Duele,Joe Lopez,-7.434000,-3.027,-9.597,-2.163,medium
Nothing To Hold Me,Jesus Jones,-13.419000,-7.067,-15.987,-2.568,medium
Somewhere In Between,The Jackson Southernaires,-11.685000,-4.912,-14.835,-3.150,medium
Novakane,Black Sheep,-4.931000,-0.983,-7.691,-2.760,loud
God In My Bed,K's Choice,-14.469000,-9.519,-17.190,-2.721,medium
It Could Never Be You,Bonita,-10.656000,-4.504,-14.920,-4.264,medium
Alma_ Corazón Y Vida,Dyango,-6.785000,-1.172,-9.444,-2.659,loud
Defend You (Album Version),Silverstein,-2.140000,1.029,-3.553,-1.413,loud
Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live),Tim Wilson,-6.059000,-1.623,-8.528,-2.469,loud
St Patrick's An Dro,Carlos Nuñez,-8.295000,-1.694,-14.198,-5.903,medium
Holli Holi Nach Kuriye,Malkit Singh,-10.743000,-6.899,-12.215,-1.472,medium
Looking For A Kiss,Sex Pistols,-6.617000,-2.775,-8.141,-1.524,loud
In My Hood (Explicit Album Version),Fabolous,-4.636000,-0.186,-8.785,-4.149,loud
Baal's Hymn,David Bowie,-10.502000,-4.998,-14.392,-3.890,medium
No Hay Manera,El Gran Combo De Puerto Rico,-7.537000,-2.964,-9.060,-1.523,medium
Advice,Ann Nesby / Jamecia Bennett,-2.871000,1.130,-6.528,-3.657,loud
Yo Soy Abacua,Bobby Valentin,-9.054000,-4.530,-10.233,-1.179,medium
Let The Drummer Have Some,fIREHOSE,-21.439000,-7.633,-26.959,-5.520,quiet
The Darkness (Komor Kommando Mix),Zombie Girl,-7.479000,-4.403,-9.744,-2.265,medium
Glisse,Fred Merpol,-21.061000,-11.701,-23.787,-2.726,quiet
You Gotta Be Safe,Twenty 4 Seven,-9.049000,-5.613,-10.394,-1.345,medium
Kan Hai De Ri Zi,Hacken Lee,-9.607000,-2.444,-13.201,-3.594,medium
When Rules Change,Life In Your Way,-4.620000,-2.389,-5.894,-1.274,loud
Milkman_ Keep Those Bottles Quiet,The King Sisters,-14.706000,-9.258,-16.923,-2.217,medium
Psalm 27,Wilks,-6.496000,-1.881,-11.930,-5.434,loud
Take The Time,Michael Stanley Band,-8.928000,-3.236,-11.969,-3.041,medium
Rancho Moreno,Mar Azul,-3.519000,-1.467,-4.159,-0.640,loud
Together We Stand (Album Version),The Winans,-8.705000,-3.183,-11.891,-3.186,medium
Cet Air Étrange (Take 1 - Abbey Road Rough Mix),Étienne Daho,-6.897000,-2.252,-9.335,-2.438,loud
Young Urbans,Punk'd Royal,-5.031000,-0.743,-8.110,-3.079,loud
I Don't Like You,Buzzov¬"en,-6.282000,-2.797,-7.998,-1.716,loud
Hold On,22-20s,-6.806000,-3.990,-9.451,-2.645,loud
Believe In What I Say,Cookies,-5.583000,-1.466,-9.433,-3.850,loud
Mykel And Carli,Weezer,-6.088000,-2.810,-8.265,-2.177,loud
She's Got A Brain (Leli / Zimmerman),Cutting Edge,-9.805000,-5.497,-12.682,-2.877,medium
Upon This Rock (Fire And Ice Version),STEVE CAMP,-11.508000,-7.230,-13.082,-1.574,medium
Momentum,Elvira,-8.094000,-3.065,-11.643,-3.549,medium
6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),Steven Halpern,-20.879000,-12.099,-24.113,-3.234,quiet
So Far So Bad So What?,Melt Banana,-3.959000,-0.038,-7.639,-3.680,loud
Listen,FFH,-15.135000,-6.617,-18.582,-3.447,quiet
Fifi,Angels,-6.394000,-2.290,-9.097,-2.703,loud
Je Suis Une Cigarette,M,-16.105000,-5.550,-18.537,-2.432,quiet
Hydraulic Pimp,Non Stop DJs,-7.379000,-2.075,-12.933,-5.554,medium
Lost,Roger Sanchez,-15.542000,-10.298,-18.258,-2.716,quiet
When I Think About Love,Guy Forsyth,-10.954000,-5.208,-15.388,-4.434,medium
Speechless,Mish Mash,-7.963000,-2.822,-10.488,-2.525,medium
Merry-Go-Round,Helen Hobson,-24.633000,-14.440,-30.635,-6.002,quiet
Nieve,Los Chichos,-9.588000,-5.028,-12.716,-3.128,medium
Up on the House Top,The Jordanaires & Orion,-15.002000,-9.740,-17.434,-2.432,quiet
Dos Mujeres,Alfredo Gutiérrez,-9.486000,-5.389,-11.188,-1.702,medium
Sincerely_,Hard Romantic,-23.374000,-19.270,-25.879,-2.505,quiet
This Is My Life,Rita Chiarelli,-11.482000,-6.957,-14.584,-3.102,medium
A Void Of Lifeless Dreams,Limbonic Art,-3.961000,-2.679,-4.382,-0.421,loud
All Creatures Of Our God And King,Patty Griffin,-14.966000,-5.210,-22.173,-7.207,medium
Hi De Ho,Bobby Darin,-7.157000,-2.573,-10.538,-3.381,medium
I Will Bless Your Name,Daryl Coley Featuring the New Generation Singers Reunion Choir,-7.023000,-3.865,-8.606,-1.583,medium
Fast Eddie,Mario Rosenstock,-12.657000,-8.207,-14.565,-1.908,medium
Endless Light,Erik Berglund,-11.534000,-4.592,-14.116,-2.582,medium
Hold On To Freedom,Lee Michaels,-12.935000,-8.484,-15.032,-2.097,medium
Playgirl's Love,The Five Stairsteps,-7.692000,-3.660,-9.333,-1.641,medium
War,Trick Trick / Obie Trice,-6.858000,-2.241,-11.724,-4.866,loud
Sofrimento De Quem Ama (1997 Digital Remaster),Clara Nunes,-10.679000,-5.454,-13.450,-2.771,medium
La Maquina Del Sabor,Fruko Y Sus Tesos,-5.000000,0.266,-6.522,-1.522,loud
Make A Move On Me,Joey Negro,-6.983000,-1.349,-9.945,-2.962,loud
Wichita Lineman (LP Version),Young-Holt Unlimited,-12.770000,-6.862,-16.389,-3.619,medium
Primal Forces,Megadrums,-25.521000,-14.601,-30.103,-4.582,quiet
Power Shower,Caspa,-6.852000,-0.747,-10.595,-3.743,loud
Zephyrus,Bloc Party,-9.237000,-6.011,-12.750,-3.513,medium
Fucked,Less Than Jake,-12.558000,-9.222,-14.727,-2.169,medium
Ladies And Thugs,DJ Quik,-4.753000,-0.205,-8.432,-3.679,loud
The Same Man (For Matthew),Rachel Loy,-8.863000,-2.350,-14.253,-5.390,medium
Let Me Be the One,Hank Locklin,-12.804000,-7.852,-14.496,-1.692,medium
Endless Winter,Earth,-8.575000,-6.231,-9.541,-0.966,medium
Take It For Granted,Atomic Rooster,-13.832000,-9.991,-15.907,-2.075,medium
Nothing (Album Version),unloco,-5.653000,-2.025,-7.251,-1.598,loud
Latin Flute,Deodato,-11.470000,-5.274,-15.185,-3.715,medium
Jean Dominique Intro,Wyclef Jean,-12.919000,-6.937,-16.751,-3.832,medium
Beginning Of The End,Cockney Rejects,-5.569000,-2.802,-7.057,-1.488,loud
Tonight,Swami,-6.066000,-2.331,-8.131,-2.065,loud
These Old Eyes Have Seen It All,George Jones,-15.497000,-7.781,-19.578,-4.081,quiet
Nite Life (Sound Factory Version),Kim English,-8.304000,-3.604,-11.060,-2.756,medium
The Killing Of Dumbledore ("Harry Potter & The Half-Blood Prince"),Nicholas Hooper,-29.510000,-15.126,-33.797,-4.287,quiet
Skinny Woman (Gravel Road Woman),David Evans,-8.243000,-4.428,-9.644,-1.401,medium
Shameful (LP Version),Atreyu,-3.161000,-0.757,-4.195,-1.034,loud
When I Left Home,Champion Jack Dupree,-13.757000,-6.911,-16.989,-3.232,medium
Fall in Philadelphia,Hall & Oates,-11.314000,-6.325,-13.028,-1.714,medium
I've Been Trying,Archie Bell and The Drells,-14.477000,-7.187,-18.626,-4.149,medium
Southern Jukebox Music (Live) (2001 Digital Remaster),Penguin Café Orchestra,-17.448000,-10.446,-22.020,-4.572,quiet
Juana Democracia / Calipso Del Tlc,Los Nakos,-11.596000,-5.633,-14.516,-2.920,medium
Hala_ Tumba And Timbal,Airto Moreira,-12.589000,-4.356,-14.740,-2.151,medium
Two Ruffles & Flourishes / General's March,US Coast Guard Band,-13.287000,-10.283,-15.352,-2.065,medium
Peace And Quiet Time,Gonzalo Rubalcaba,-27.621000,-11.197,-33.329,-5.708,quiet
Stuff Like That,James Last,-9.900000,-5.002,-13.202,-3.302,medium
She Runs,Jimmy Wayne,-6.424000,-2.014,-10.160,-3.736,loud
Irreplaceable,Toby Love,-5.052000,0.707,-7.030,-1.978,loud
Porcelaine,Benabar,-6.711000,-2.011,-9.328,-2.617,loud
Funny,Streetwize,-8.067000,-2.621,-11.859,-3.792,medium
Two Lights [Bonus Track],Joe Lynn Turner,-6.821000,-3.418,-8.811,-1.990,loud
Are You The One?,The Presets,-11.403000,-7.093,-13.794,-2.391,medium
Cheer,Descendents,-12.289000,-9.380,-13.805,-1.516,medium
Le Récit De Cassard,Maurice Larcange,-10.908000,-5.157,-15.037,-4.129,medium
Viimeiset hitaat,Kaija Koo,-13.012000,-5.538,-18.408,-5.396,medium
Programmed to Consume,Abysmal Dawn,-6.405000,-2.158,-10.149,-3.744,loud
Javalon,Constance Demby,-8.273000,-3.956,-11.551,-3.278,medium
Wear Your Love Like Heaven / Workin' On A Groovy Thing (Medley) (1997 Digital Remaster),David Rose,-13.176000,-5.916,-16.303,-3.127,medium
1 - 800 - Quiereme - Remix,Luisito Rosario,-6.572000,-1.590,-8.540,-1.968,loud
Don Carlo (2000 Digital Remaster): Tu che le vanità (Elisabetta),Montserrat Caballé/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini,-22.060000,-12.622,-29.534,-7.474,quiet
Junk,Photek,-6.282000,-1.833,-7.955,-1.673,loud
Where To Hide?,Monomonkey,-5.128000,-2.496,-6.334,-1.206,loud
All Dressed Up,Aram Shelton,-9.479000,-3.231,-13.319,-3.840,medium
Auf die Fresse_ fertig_ los,ÄI-TIEM,-13.277000,-7.104,-16.081,-2.804,medium
Apostasie,Konexion,-4.491000,0.361,-9.739,-5.248,loud
The Things You Do,Slum Village,-5.216000,1.331,-12.366,-7.150,loud
Heaven And Hell (Part II),Vangelis,-15.357000,-7.081,-22.383,-7.026,quiet
Dancing The Night Away,The Motors,-9.897000,-5.520,-12.071,-2.174,medium
Marine's hymn,The Sun Harbor's Chorus-Documentary Recordings,-15.810000,-9.837,-17.739,-1.929,quiet
Concede,Sister Hazel,-6.322000,-2.122,-8.957,-2.635,loud
Freezin' From The Inside Out,John Sebastian,-13.452000,-5.193,-17.440,-3.988,medium
Amazing,George Michael,-6.694000,-1.465,-9.677,-2.983,loud
La Pieuvre,Lara,-11.017000,-5.472,-13.881,-2.864,medium
Escape From The Underrealm,Tilman Sillescu,-10.844000,-3.190,-15.315,-4.471,medium
Djungelstadt,Sonic Subjunkies,-6.310000,-2.907,-8.655,-2.345,loud
